timestamp,temperature_data,Humidity,Rpm,sound_dB,Amplitude,Frequency
2026-06-12 13:34:59,27,70,3714,42.41148,0.013,877.73724
2026-06-12 13:35:02,27,70,3721,42.41148,0.013,916.77246
2026-06-12 13:35:04,27,70,3721,42.41148,0.2,916.77246
2026-06-12 13:35:06,27,70,3707,42.41148,0.2,916.77246
2026-06-12 13:35:09,27,70,3707,42.41148,0.2,1087.02173
2026-06-12 13:35:11,27,70,3707,42.41148,3.632,1087.02173
2026-06-12 13:35:14,27,70,3707,42.41148,3.632,990.66669
2026-06-12 13:35:17,27,70,3707,42.41148,3.632,990.66669
2026-06-12 13:35:20,27,70,3707,42.41148,3.632,990.66669
2026-06-12 13:35:23,27,70,3707,42.41148,0.067,990.66669
2026-06-12 13:35:26,27,70,3707,42.41148,0.067,990.66669
2026-06-12 13:35:28,27,70,3735,42.41148,0.067,946.05939
2026-06-12 13:35:30,27,70,3735,42.41148,0.067,946.05939
2026-06-12 13:35:33,27,70,3735,42.41148,0.067,946.05939
2026-06-12 13:35:35,27,70,3735,42.41148,0.238,946.05939
2026-06-12 13:35:37,27,70,3737,42.41148,0.238,881.0274
2026-06-12 13:35:40,27,70,3737,42.41148,0.238,881.0274
2026-06-12 13:35:42,27,70,3737,42.41148,0.253,881.0274
2026-06-12 13:35:45,27,70,3678,42.41148,0.253,962.69574
2026-06-12 13:35:47,27,70,3678,42.41148,0.253,962.69574
2026-06-12 13:35:50,27,70,3678,42.41148,1.066,962.69574
2026-06-12 13:35:53,27,70,3678,42.41148,1.066,962.69574
2026-06-12 13:35:55,27,70,3701,42.41148,1.066,941.08282
2026-06-12 13:35:58,27,70,3701,42.41148,1.066,941.08282
2026-06-12 13:36:00,27,70,3701,42.41148,0.623,941.08282
2026-06-12 13:36:02,27,70,3718,42.41148,0.623,1019.12262
2026-06-12 13:36:05,27,70,3718,42.41148,0.024,1019.12262
2026-06-12 13:36:07,27,70,3702,42.41148,0.024,1019.12262
2026-06-12 13:36:09,27,70,3702,42.41148,0.024,895.84064
2026-06-12 13:36:11,27,70,3702,42.41148,0.011,895.84064
2026-06-12 13:36:14,27,70,3698,42.41148,0.011,938.71021
2026-06-12 13:36:16,27,70,3698,42.41148,0.161,938.71021
2026-06-12 13:36:19,27,70,3721,42.41148,0.161,938.71021
2026-06-12 13:36:21,27,70,3721,42.41148,0.161,896.58179
2026-06-12 13:36:23,27,70,3721,42.41148,1.43,896.58179
2026-06-12 13:36:26,27,70,3708,42.41148,1.43,896.58179
2026-06-12 13:36:28,27,70,3708,42.41148,1.43,865.58221
2026-06-12 13:36:30,27,70,3708,42.41148,0.165,865.58221
2026-06-12 13:36:32,27,70,3704,42.41148,0.165,856.23901
2026-06-12 13:36:35,27,70,3704,42.41148,0.004,856.23901
2026-06-12 13:36:37,27,70,3704,42.41148,0.004,856.23901
2026-06-12 13:36:39,27,70,3696,42.41148,0.004,845.37872
2026-06-12 13:36:42,27,70,3696,42.41148,0.004,845.37872
2026-06-12 13:36:44,27,70,3729,42.41148,0.004,867.18488
2026-06-12 13:36:46,27,70,3729,42.41148,0.526,867.18488
2026-06-12 13:36:49,27,70,3729,42.41148,0.526,867.18488
2026-06-12 13:36:51,27,70,3692,42.41148,0.526,852.39447
2026-06-12 13:36:54,27,70,3692,42.41148,0.678,852.39447
2026-06-12 13:36:56,27,70,3713,42.41148,0.678,852.39447
2026-06-12 13:36:58,27,70,3713,42.41148,0.678,872.13916
2026-06-12 13:37:00,27,70,3713,42.41148,0.205,872.13916
2026-06-12 13:37:03,27,70,3711,42.41148,0.205,965.82141
2026-06-12 13:37:05,27,70,3711,42.41148,0.205,965.82141
2026-06-12 13:37:07,27,70,3711,42.41148,1.138,965.82141
2026-06-12 13:37:10,27,70,3700,42.41148,1.138,865.55774
2026-06-12 13:37:13,27,70,3700,42.41148,1.138,865.55774
2026-06-12 13:37:15,27,70,3700,42.41148,3.627,865.55774
2026-06-12 13:37:17,27,70,3716,42.41148,3.627,844.53723
2026-06-12 13:37:21,27,70,3716,42.41148,3.627,844.53723
2026-06-12 13:37:23,27,70,3716,42.41148,0.03,844.53723
2026-06-12 13:37:26,27,70,3725,42.41148,0.03,844.53723
2026-06-12 13:37:28,27,70,3725,42.41148,0.03,780.35284
2026-06-12 13:37:32,27,70,3725,42.41148,0.011,780.35284
2026-06-12 13:37:34,27,70,3725,42.41148,0.011,780.35284
2026-06-12 13:37:36,27,70,3718,42.41148,0.011,794.43231
2026-06-12 13:37:39,27,70,3718,42.41148,0.063,794.43231
2026-06-12 13:37:41,27,70,3715,42.41148,0.063,794.43231
2026-06-12 13:37:43,27,70,3715,42.41148,0.063,881.33453
2026-06-12 13:37:46,27,70,3715,42.41148,0.051,881.33453
2026-06-12 13:37:48,27,70,3700,42.41148,0.051,847.50037
2026-06-12 13:37:51,27,70,3700,42.41148,0.051,847.50037
2026-06-12 13:37:56,27,70,3700,42.41148,0.122,847.50037
2026-06-12 13:38:00,27,70,3700,5.873,0.122,847.50037
2026-06-12 13:38:03,27,70,3700,5.873,0.122,847.50037
2026-06-12 13:38:06,27,70,3700,5.873,0.122,847.50037
2026-06-12 13:38:10,27,70,3712,5.873,0.122,847.50037
2026-06-12 13:38:16,27,70,3712,5.873,0.122,847.50037
2026-06-12 13:38:20,27,70,3712,5.873,0.122,847.50037
2026-06-12 13:38:25,27,70,3712,5.873,0.122,847.50037
2026-06-12 13:38:29,27,70,3712,5.873,0.122,847.50037
2026-06-12 13:38:32,27,70,3712,5.873,0.122,847.50037
2026-06-12 13:38:34,27,70,3712,5.873,0.122,847.50037
2026-06-12 13:38:40,27,70,3712,5.873,0.122,847.50037
2026-06-12 13:38:43,27,70,3712,5.873,0.122,847.50037
2026-06-12 13:38:47,27,70,3712,5.873,0.122,847.50037
2026-06-12 13:38:51,27,70,3712,5.873,0.122,847.50037
2026-06-12 13:38:55,27,70,3712,5.873,0.485,847.50037
2026-06-12 13:38:58,27,70,3712,5.873,0.485,847.50037
2026-06-12 13:39:01,27,70,3712,5.873,0.485,847.50037
2026-06-12 13:39:04,27,70,3712,42.41148,0.485,847.50037
2026-06-12 13:39:08,27,70,3727,42.41148,0.485,883.88184
2026-06-12 13:39:14,27,70,3727,42.41148,0.485,883.88184
2026-06-12 13:39:16,27,70,3727,42.41148,0.485,883.88184
2026-06-12 13:39:19,27,70,3727,42.41148,0.918,883.88184
2026-06-12 13:39:21,27,70,3711,42.41148,0.918,761.29535
2026-06-12 13:39:23,27,70,3711,6.29,0.335,761.29535
2026-06-12 13:39:25,27,70,3692,6.29,0.335,760.05078
2026-06-12 13:39:29,27,70,3692,6.29,0.335,760.05078
2026-06-12 13:39:34,27,70,3692,6.29,0.335,760.05078
2026-06-12 13:39:37,27,70,3692,6.29,0.199,760.05078
2026-06-12 13:39:41,27,70,3692,6.29,0.199,760.05078
2026-06-12 13:39:45,27,70,3692,6.29,0.199,760.05078
2026-06-12 13:39:48,27,70,3692,6.29,0.199,760.05078
2026-06-12 13:39:54,27,70,3692,42.41148,0.199,760.05078
2026-06-12 13:39:58,27,70,3692,42.41148,0.199,760.05078
2026-06-12 13:40:03,27,70,3692,42.41148,0.199,760.05078
2026-06-12 13:40:05,27,70,3734,42.41148,0.199,782.90863
2026-06-12 13:40:07,27,70,3734,42.41148,1.712,782.90863
2026-06-12 13:40:10,27,70,3711,42.41148,1.712,747.3042
2026-06-12 13:40:12,27,70,3711,42.41148,0.07,747.3042
2026-06-12 13:40:14,27,70,3711,42.41148,0.07,747.3042
2026-06-12 13:40:16,27,70,3702,42.41148,0.07,764.39471
2026-06-12 13:40:18,27,70,3702,42.41148,0.224,764.39471
2026-06-12 13:40:21,27,70,3686,42.41148,0.224,833.70331
2026-06-12 13:40:23,27,70,3686,42.41148,0.0,833.70331
2026-06-12 13:40:25,27,70,3699,42.41148,0.0,694.42163
2026-06-12 13:40:27,27,70,3699,42.41148,1.449,694.42163
2026-06-12 13:40:30,27,70,3704,42.41148,1.449,694.42163
2026-06-12 13:40:32,27,70,3704,42.41148,1.449,735.22974
2026-06-12 13:40:34,27,70,3704,42.41148,0.332,735.22974
2026-06-12 13:40:37,27,70,3691,42.41148,0.332,777.52899
2026-06-12 13:40:39,27,70,3691,42.41148,0.202,777.52899
2026-06-12 13:40:41,27,70,3694,42.41148,0.202,722.96564
2026-06-12 13:40:43,27,70,3694,42.41148,0.202,722.96564
2026-06-12 13:40:46,27,70,3694,42.41148,0.087,722.96564
2026-06-12 13:40:48,27,70,3726,42.41148,0.087,713.00665
2026-06-12 13:40:50,27,70,3726,42.41148,0.018,713.00665
2026-06-12 13:40:53,27,70,3711,42.41148,0.018,713.00665
2026-06-12 13:40:57,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:05,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:09,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:20,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:24,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:31,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:33,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:35,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:38,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:40,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:42,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:45,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:47,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:50,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:52,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:54,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:56,27,70,3711,42.41148,0.018,744.57343
2026-06-12 13:41:58,27,70,3711,42.41148,0.012,744.57343
2026-06-12 13:42:01,27,70,3759,42.41148,0.012,744.57343
2026-06-12 13:42:03,27,70,3759,42.41148,0.012,819.36377
2026-06-12 13:42:05,27,70,3759,42.41148,0.012,819.36377
2026-06-12 13:42:08,27,70,3759,42.41148,0.007,819.36377
2026-06-12 13:42:10,27,70,3728,42.41148,0.007,778.45886
2026-06-12 13:42:14,27,70,3728,42.41148,0.007,778.45886
2026-06-12 13:42:16,27,70,3728,42.41148,0.659,778.45886
2026-06-12 13:42:19,27,70,3740,42.41148,0.659,778.45886
2026-06-12 13:42:21,27,70,3740,42.41148,0.659,901.72083
2026-06-12 13:42:25,27,70,3740,42.41148,0.659,901.72083
2026-06-12 13:42:37,27,70,3740,42.41148,0.659,901.72083
2026-06-12 13:42:44,27,70,3740,42.41148,0.659,901.72083
2026-06-12 13:42:51,27,70,3740,42.41148,0.659,901.72083
2026-06-12 13:42:58,27,70,3740,42.41148,0.659,901.72083
2026-06-12 13:43:01,27,70,3740,42.41148,0.659,901.72083
2026-06-12 13:43:03,27,70,3740,42.41148,0.659,901.72083
2026-06-12 13:43:06,27,70,3740,42.41148,0.659,901.72083
2026-06-12 13:43:08,27,70,3740,42.41148,0.057,901.72083
2026-06-12 13:43:10,27,70,3740,42.41148,0.057,901.72083
2026-06-12 13:43:12,27,70,3767,42.41148,0.057,874.32422
2026-06-12 13:43:15,27,70,3767,42.41148,0.311,874.32422
2026-06-12 13:43:19,27,70,3749,42.41148,0.311,874.32422
2026-06-12 13:43:21,27,70,3749,42.41148,0.311,836.71875
2026-06-12 13:43:24,27,70,3749,42.41148,0.369,836.71875
2026-06-12 13:43:26,27,70,3761,42.41148,0.369,1193.54126
2026-06-12 13:43:28,27,70,3761,42.41148,0.369,1193.54126
2026-06-12 13:43:31,27,70,3761,42.41148,0.028,1193.54126
2026-06-12 13:43:33,27,70,3755,42.41148,0.028,1213.46948
2026-06-12 13:43:35,27,70,3755,42.41148,2.428,1213.46948
2026-06-12 13:43:37,27,70,3743,42.41148,2.428,1219.38403
2026-06-12 13:43:39,27,70,3743,42.41148,2.428,1219.38403
2026-06-12 13:43:42,27,70,3743,42.41148,2.428,1219.38403
2026-06-12 13:43:44,27,70,3743,42.41148,2.428,1219.38403
2026-06-12 13:43:47,27,70,3743,42.41148,2.428,1219.38403
2026-06-12 13:43:49,27,70,3782,42.41148,2.428,904.88788
2026-06-12 13:43:51,27,70,3782,42.41148,0.009,904.88788
2026-06-12 13:43:54,27,70,3782,42.41148,0.009,904.88788
2026-06-12 13:43:56,27,70,3761,42.41148,0.009,947.35236
2026-06-12 13:43:58,27,70,3761,42.41148,0.192,947.35236
2026-06-12 13:44:00,27,70,3753,-6.91104,0.192,947.35236
2026-06-12 13:44:03,27,70,3753,-6.91104,0.192,979.22894
2026-06-12 13:44:05,27,70,3753,42.41148,0.151,979.22894
2026-06-12 13:44:07,27,70,3720,42.41148,0.151,887.67761
2026-06-12 13:44:10,27,70,3720,42.41148,0.11,887.67761
2026-06-12 13:44:12,27,70,3737,42.41148,0.11,898.73657
2026-06-12 13:44:14,27,70,3737,42.41148,0.204,898.73657
2026-06-12 13:44:16,27,70,3716,42.41148,0.204,1072.00977
2026-06-12 13:44:18,27,70,3716,42.41148,0.009,1072.00977
2026-06-12 13:44:21,27,70,3716,42.41148,0.009,1072.00977
2026-06-12 13:44:23,27,70,3727,42.41148,0.009,1531.1355
2026-06-12 13:44:25,27,70,3727,42.41148,1.25,1531.1355
2026-06-12 13:44:27,27,70,3672,42.41148,1.25,1511.88965
2026-06-12 13:44:29,27,70,3672,42.41148,0.139,1511.88965
2026-06-12 13:44:32,27,70,3637,42.41148,0.139,1435.57629
2026-06-12 13:44:34,27,70,3637,42.41148,0.353,1435.57629
2026-06-12 13:44:36,27,70,3624,42.41148,0.353,1568.46387
2026-06-12 13:44:39,27,70,3624,42.41148,0.821,1568.46387
2026-06-12 13:44:41,27,70,3696,42.41148,0.821,1672.29456
2026-06-12 13:44:43,27,70,3696,42.41148,0.002,1672.29456
2026-06-12 13:44:45,27,70,3713,42.41148,0.002,1616.35474
2026-06-12 13:44:48,27,70,3713,42.41148,0.222,1616.35474
2026-06-12 13:44:50,27,70,3713,42.41148,0.222,1616.35474
2026-06-12 13:44:52,27,70,3725,42.41148,0.222,1636.89319
2026-06-12 13:44:54,27,70,3725,42.41148,0.034,1636.89319
2026-06-12 13:44:57,27,70,3714,42.41148,0.034,1722.73535
2026-06-12 13:44:59,27,70,3714,-5.7512,1.973,1722.73535
2026-06-12 13:45:01,27,70,3724,-5.7512,1.973,1460.83423
2026-06-12 13:45:03,27,70,3724,42.41148,0.116,1460.83423
2026-06-12 13:45:06,27,70,3721,42.41148,0.116,1510.35156
2026-06-12 13:45:08,27,70,3721,42.41148,0.116,1510.35156
2026-06-12 13:45:10,27,70,3721,-6.91104,0.345,1510.35156
2026-06-12 13:45:13,27,70,3730,-6.91104,0.345,1633.09155
2026-06-12 13:45:16,27,70,3730,-6.91104,0.345,1633.09155
2026-06-12 13:45:21,27,70,3730,-6.91104,0.345,1633.09155
2026-06-12 13:45:24,27,70,3730,-6.91104,0.345,1633.09155
2026-06-12 13:45:26,27,70,3730,42.41148,0.047,1633.09155
2026-06-12 13:45:29,27,70,3751,42.41148,0.047,1392.28235
2026-06-12 13:45:31,27,70,3751,42.41148,0.047,1392.28235
2026-06-12 13:45:33,27,70,3751,42.41148,0.025,1392.28235
2026-06-12 13:45:37,27,70,3751,42.41148,0.025,1392.28235
2026-06-12 13:45:40,27,70,3751,42.41148,0.025,1392.28235
2026-06-12 13:45:42,27,70,3728,42.41148,0.025,1392.28235
2026-06-12 13:45:45,27,70,3728,42.41148,0.025,1157.94751
2026-06-12 13:45:47,27,70,3728,42.41148,0.245,1157.94751
2026-06-12 13:45:51,27,70,3728,42.41148,0.245,1157.94751
2026-06-12 13:45:54,27,70,3746,42.41148,0.245,1125.43347
2026-06-12 13:45:56,27,70,3746,42.41148,0.245,1125.43347
2026-06-12 13:45:59,27,70,3746,42.41148,0.245,1125.43347
2026-06-12 13:46:02,27,70,3746,42.41148,0.798,1125.43347
2026-06-12 13:46:04,27,70,3746,42.41148,0.798,1125.43347
2026-06-12 13:46:07,27,70,3743,42.41148,0.798,979.13263
2026-06-12 13:46:09,27,70,3743,42.41148,0.798,979.13263
2026-06-12 13:46:12,27,70,3743,42.41148,1.098,979.13263
2026-06-12 13:46:14,27,70,3724,42.41148,1.098,989.85852
2026-06-12 13:46:16,27,70,3724,42.41148,0.116,989.85852
2026-06-12 13:46:18,27,70,3722,42.41148,0.116,989.85852
2026-06-12 13:46:21,27,70,3722,42.41148,0.116,919.28174
2026-06-12 13:46:23,27,70,3722,42.41148,0.686,919.28174
2026-06-12 13:46:25,27,70,3741,42.41148,0.686,1052.26038
2026-06-12 13:46:28,27,70,3741,42.41148,0.052,1052.26038
2026-06-12 13:46:30,27,70,3741,42.41148,0.052,1052.26038
2026-06-12 13:46:32,27,70,3728,42.41148,0.052,1518.15076
2026-06-12 13:46:34,27,70,3728,42.41148,0.022,1518.15076
2026-06-12 13:46:36,27,70,3736,42.41148,0.022,1781.44531
2026-06-12 13:46:39,27,70,3736,42.41148,0.0,1781.44531
2026-06-12 13:46:41,27,70,3726,42.41148,0.0,1619.40601
2026-06-12 13:46:43,27,70,3726,42.41148,0.0,1619.40601
2026-06-12 13:46:45,27,70,3726,42.41148,0.01,1619.40601
2026-06-12 13:46:47,27,70,3733,42.41148,0.01,1619.40601
2026-06-12 13:46:50,27,70,3733,42.41148,0.01,1643.6781
2026-06-12 13:46:52,27,70,3733,42.41148,3.905,1643.6781
2026-06-12 13:46:54,27,70,3735,42.41148,3.905,1607.4668
2026-06-12 13:46:58,27,70,3735,42.41148,0.007,1607.4668
2026-06-12 13:47:01,27,70,3735,42.41148,0.007,1607.4668
2026-06-12 13:47:04,27,70,3735,42.41148,0.007,1607.4668
2026-06-12 13:47:07,27,70,3735,42.41148,0.007,1607.4668
2026-06-12 13:47:11,27,70,3745,42.41148,0.007,1607.4668
2026-06-12 13:47:14,27,70,3745,42.41148,0.007,1607.4668
2026-06-12 13:47:16,27,70,3745,42.41148,0.007,1607.4668
2026-06-12 13:47:19,27,70,3745,42.41148,0.007,1237.20276
2026-06-12 13:47:22,27,70,3745,42.41148,0.007,1237.20276
2026-06-12 13:47:24,27,70,3745,42.41148,0.002,1237.20276
2026-06-12 13:47:27,27,70,3755,42.41148,0.002,1237.20276
2026-06-12 13:47:30,27,70,3755,42.41148,0.002,1416.75769
2026-06-12 13:47:33,27,70,3755,42.41148,0.002,1416.75769
2026-06-12 13:47:36,27,70,3755,42.41148,0.002,1416.75769
2026-06-12 13:47:39,27,70,3755,42.41148,0.002,1416.75769
2026-06-12 13:47:43,27,70,3755,42.41148,0.23,1416.75769
2026-06-12 13:47:45,27,70,3650,42.41148,0.23,1416.75769
2026-06-12 13:47:47,27,70,3650,42.41148,0.009,1031.92712
2026-06-12 13:47:49,27,70,3650,42.41148,0.009,1031.92712
2026-06-12 13:47:52,27,70,3730,42.41148,0.009,975.1803
2026-06-12 13:47:54,27,70,3730,42.41148,0.482,975.1803
2026-06-12 13:47:57,27,70,3731,42.41148,0.482,1050.48865
2026-06-12 13:47:59,27,70,3731,42.41148,0.482,1050.48865
2026-06-12 13:48:02,27,70,3731,42.41148,0.0,1050.48865
2026-06-12 13:48:04,27,70,3731,42.41148,0.0,1050.48865
2026-06-12 13:48:07,27,70,3736,42.41148,0.0,997.2536
2026-06-12 13:48:09,27,70,3736,42.41148,0.0,997.2536
2026-06-12 13:48:12,27,70,3736,42.41148,0.011,997.2536
2026-06-12 13:48:14,27,70,3745,42.41148,0.011,879.76971
2026-06-12 13:48:17,27,70,3745,42.41148,0.011,879.76971
2026-06-12 13:48:19,27,70,3745,42.41148,0.347,879.76971
2026-06-12 13:48:21,27,70,3723,42.41148,0.347,859.98541
2026-06-12 13:48:24,27,70,3723,42.41148,0.0,859.98541
2026-06-12 13:48:26,27,70,3721,42.41148,0.0,859.98541
2026-06-12 13:48:28,27,70,3721,42.41148,0.0,943.0271
2026-06-12 13:48:31,27,70,3721,42.41148,0.074,943.0271
2026-06-12 13:48:33,27,70,3721,42.41148,0.074,943.0271
2026-06-12 13:48:36,27,70,3741,42.41148,0.074,874.59613
2026-06-12 13:48:38,27,70,3741,42.41148,0.055,874.59613
2026-06-12 13:48:40,27,70,3741,42.41148,0.055,874.59613
2026-06-12 13:48:42,27,70,3741,42.41148,0.055,1029.28308
2026-06-12 13:48:44,27,70,3741,42.41148,1.181,1029.28308
2026-06-12 13:48:47,27,70,3741,42.41148,1.181,1029.28308
2026-06-12 13:48:49,27,70,3738,42.41148,1.181,1045.48059
2026-06-12 13:48:51,27,70,3738,42.41148,1.181,1045.48059
2026-06-12 13:48:54,27,70,3738,42.41148,0.258,1045.48059
2026-06-12 13:48:56,27,70,3737,42.41148,0.258,923.50317
2026-06-12 13:48:59,27,70,3737,42.41148,2.171,923.50317
2026-06-12 13:49:02,27,70,3732,42.41148,2.171,923.50317
2026-06-12 13:49:06,27,70,3732,42.41148,2.171,885.0575
2026-06-12 13:49:08,27,70,3732,42.41148,2.171,885.0575
2026-06-12 13:49:13,27,70,3732,42.41148,2.171,885.0575
2026-06-12 13:49:17,27,70,3732,42.41148,2.171,885.0575
2026-06-12 13:49:19,27,70,3732,42.41148,2.171,885.0575
2026-06-12 13:49:21,27,70,3732,-5.7512,0.092,885.0575
2026-06-12 13:49:23,27,70,3748,-5.7512,0.092,884.09509
2026-06-12 13:49:26,27,70,3748,-5.7512,0.002,884.09509
2026-06-12 13:49:28,27,70,3748,42.41148,0.002,884.09509
2026-06-12 13:49:30,27,70,3706,42.41148,0.002,998.474
2026-06-12 13:49:32,27,70,3706,42.41148,1.33,998.474
2026-06-12 13:49:34,27,70,3722,42.41148,1.33,998.474
2026-06-12 13:49:36,27,70,3722,42.41148,0.874,924.21991
2026-06-12 13:49:39,27,70,3722,-9.00575,0.874,924.21991
2026-06-12 13:49:41,27,70,3701,-9.00575,0.874,925.62164
2026-06-12 13:49:43,27,70,3701,42.41148,1.187,925.62164
2026-06-12 13:49:45,27,70,3715,42.41148,1.187,960.06213
2026-06-12 13:49:47,27,70,3715,42.41148,0.0,960.06213
2026-06-12 13:49:50,27,70,3711,42.41148,0.0,932.22485
2026-06-12 13:49:52,27,70,3711,42.41148,0.211,932.22485
2026-06-12 13:49:54,27,70,3725,42.41148,0.211,1000.6662
2026-06-12 13:49:56,27,70,3725,42.41148,0.0,1000.6662
2026-06-12 13:49:59,27,70,3718,42.41148,0.0,1000.6662
2026-06-12 13:50:01,27,70,3718,42.41148,0.0,927.13422
2026-06-12 13:50:03,27,70,3718,42.41148,0.002,927.13422
2026-06-12 13:50:05,27,70,3709,42.41148,0.002,927.16077
2026-06-12 13:50:07,27,70,3709,42.41148,0.003,927.16077
2026-06-12 13:50:10,27,70,3717,42.41148,0.003,975.77728
2026-06-12 13:50:12,27,70,3717,42.41148,0.094,975.77728
2026-06-12 13:50:14,27,70,3714,42.41148,0.094,911.32812
2026-06-12 13:50:17,27,70,3714,42.41148,0.094,911.32812
2026-06-12 13:50:20,27,70,3714,42.41148,0.092,911.32812
2026-06-12 13:50:22,27,70,3717,42.41148,0.092,893.38501
2026-06-12 13:50:25,27,70,3717,42.41148,0.179,893.38501
2026-06-12 13:50:27,27,70,3725,42.41148,0.179,942.67291
2026-06-12 13:50:29,27,70,3725,42.41148,0.139,942.67291
